10:26:00 | INFO    | ============================================================
10:27:22 | INFO    |   💤 Waiting 0.6s...
10:27:22 | INFO    | [38/104] Searching: github.blog vibe coding OR AI OR copilot OR cursor...
10:27:23 | INFO    |   → Found 10 URLs
10:27:24 | INFO    |   💤 Waiting 0.9s...
10:27:24 | INFO    | [39/104] Searching: openai.com/blog vibe coding OR AI OR copilot OR cursor...
10:27:25 | INFO    |   → Found 10 URLs
10:27:26 | INFO    |   💤 Waiting 0.7s...
10:27:26 | INFO    | [40/104] Searching: anthropic.com vibe coding OR AI OR copilot OR cursor...
10:27:27 | INFO    |   → Found 10 URLs
10:27:28 | INFO    |   💤 Waiting 0.7s...
10:27:28 | INFO    | [41/104] Searching: blog.replit.com vibe coding OR AI OR copilot OR cursor...
10:27:28 | INFO    |   → Found 10 URLs
10:27:29 | INFO    |   💤 Waiting 1.0s...
10:27:29 | INFO    | [42/104] Searching: sourcegraph.com/blog vibe coding OR AI OR copilot OR cursor...
10:27:31 | INFO    |   → Found 10 URLs
10:27:32 | INFO    |   💤 Waiting 1.5s...
10:27:32 | INFO    | [43/104] Searching: codeium.com/blog vibe coding OR AI OR copilot OR cursor...
10:27:34 | INFO    |   → Found 10 URLs
10:27:35 | INFO    |   💤 Waiting 0.9s...
10:27:35 | INFO    | [44/104] Searching: tabnine.com/blog vibe coding OR AI OR copilot OR cursor...
10:27:36 | INFO    |   → Found 10 URLs
10:27:36 | INFO    |   💤 Waiting 0.7s...
10:27:36 | INFO    | [45/104] Searching: vercel.com/blog vibe coding OR AI OR copilot OR cursor...
10:27:37 | INFO    |   → Found 10 URLs
10:27:38 | INFO    |   💤 Waiting 1.3s...
10:27:38 | INFO    | [46/104] Searching: aws.amazon.com/blogs vibe coding OR AI OR copilot OR cursor...
10:27:39 | INFO    |   → Found 10 URLs
10:27:41 | INFO    |   💤 Waiting 1.3s...
10:27:41 | INFO    | [47/104] Searching: devblogs.microsoft.com vibe coding OR AI OR copilot OR cursor...
10:27:41 | INFO    |   → Found 10 URLs
10:27:42 | INFO    |   💤 Waiting 1.1s...
10:27:42 | INFO    | [48/104] Searching: ai.meta.com/blog vibe coding OR AI OR copilot OR cursor...
10:27:44 | INFO    |   → Found 10 URLs
10:27:44 | INFO    |   💤 Waiting 0.7s...
10:27:44 | INFO    | [49/104] Searching: blog.google vibe coding OR AI OR copilot OR cursor...
10:27:45 | INFO    |   → Found 10 URLs
10:27:46 | INFO    |   💤 Waiting 1.4s...
10:27:46 | INFO    | [50/104] Searching: huggingface.co/blog vibe coding OR AI OR copilot OR cursor...
10:27:47 | INFO    |   → Found 10 URLs
10:27:48 | INFO    |   💤 Waiting 0.9s...
10:27:48 | INFO    | [51/104] Searching: pinecone.io/blog vibe coding OR AI OR copilot OR cursor...
10:27:49 | INFO    |   → Found 10 URLs
10:27:51 | INFO    |   💤 Waiting 1.3s...
10:27:51 | INFO    | [52/104] Searching: blog.langchain.dev vibe coding OR AI OR copilot OR cursor...
10:27:51 | INFO    |   → Found 10 URLs
10:27:53 | INFO    |   💤 Waiting 1.5s...
10:27:53 | INFO    | [53/104] Searching: databricks.com/blog vibe coding OR AI OR copilot OR cursor...
10:27:54 | INFO    |   → Found 10 URLs
10:27:54 | INFO    |   💤 Waiting 0.8s...
10:27:54 | INFO    | [54/104] Searching: supabase.com/blog vibe coding OR AI OR copilot OR cursor...
10:27:55 | INFO    |   → Found 10 URLs
10:27:57 | INFO    |   💤 Waiting 1.2s...
10:27:57 | INFO    | [55/104] Searching: blog.cloudflare.com vibe coding OR AI OR copilot OR cursor...
10:27:57 | INFO    |   → Found 10 URLs
10:27:59 | INFO    |   💤 Waiting 1.2s...
10:27:59 | INFO    | [56/104] Searching: fly.io/blog vibe coding OR AI OR copilot OR cursor...
10:27:59 | INFO    |   → Found 10 URLs
10:28:00 | INFO    |   💤 Waiting 1.0s...
10:28:00 | INFO    | [57/104] Searching: blog.jetbrains.com vibe coding OR AI OR copilot OR cursor...
10:28:01 | INFO    |   → Found 10 URLs
10:28:02 | INFO    |   💤 Waiting 0.8s...
10:28:02 | INFO    | [58/104] Searching: blog.postman.com vibe coding OR AI OR copilot OR cursor...
10:28:03 | INFO    |   → Found 10 URLs
10:28:04 | INFO    |   💤 Waiting 0.6s...
10:28:04 | INFO    | [59/104] Searching: linear.app/now vibe coding OR AI OR copilot OR cursor...
10:28:05 | INFO    |   → Found 10 URLs
10:28:06 | INFO    |   💤 Waiting 0.6s...
10:28:06 | INFO    | [60/104] Searching: netflixtechblog.com vibe coding OR AI OR copilot OR cursor...
10:28:06 | INFO    |   → Found 10 URLs
10:28:08 | INFO    |   💤 Waiting 1.4s...
10:28:08 | INFO    | [61/104] Searching: uber.com/blog/engineering vibe coding OR AI OR copilot OR cursor...
10:28:09 | INFO    |   → Found 10 URLs
10:28:10 | INFO    |   💤 Waiting 0.9s...
10:28:10 | INFO    | [62/104] Searching: discord.com/category/engineering vibe coding OR AI OR copilot OR cursor...
10:28:11 | INFO    |   → Found 10 URLs
10:28:11 | INFO    |   💤 Waiting 0.8s...
10:28:11 | INFO    | [63/104] Searching: simonwillison.net vibe coding OR AI OR copilot OR cursor...
10:28:12 | INFO    |   → Found 10 URLs
10:28:13 | INFO    |   💤 Waiting 0.6s...
10:28:13 | INFO    | [64/104] Searching: karpathy.ai vibe coding OR AI OR copilot OR cursor...
10:28:14 | INFO    |   → Found 10 URLs
10:28:15 | INFO    |   💤 Waiting 1.1s...
10:28:15 | INFO    | [65/104] Searching: paulgraham.com vibe coding OR AI OR copilot OR cursor...
10:28:16 | INFO    |   → Found 10 URLs
10:28:17 | INFO    |   💤 Waiting 1.1s...
10:28:17 | INFO    | [66/104] Searching: swyx.io vibe coding OR AI OR copilot OR cursor...
10:28:18 | INFO    |   → Found 10 URLs
10:28:18 | INFO    |   💤 Waiting 0.8s...
10:28:18 | INFO    | [67/104] Searching: mitchellh.com vibe coding OR AI OR copilot OR cursor...
10:28:19 | INFO    |   → Found 10 URLs
10:28:20 | INFO    |   💤 Waiting 0.7s...
10:28:20 | INFO    | [68/104] Searching: blog.jim-nielsen.com vibe coding OR AI OR copilot OR cursor...
10:28:21 | INFO    |   → Found 10 URLs
10:28:23 | INFO    |   💤 Waiting 1.3s...
10:28:23 | INFO    | [69/104] Searching: lethain.com vibe coding OR AI OR copilot OR cursor...
10:28:26 | INFO    |   → Found 10 URLs
10:28:27 | INFO    |   💤 Waiting 1.1s...
10:28:27 | INFO    | [70/104] Searching: www.developing.dev vibe coding OR AI OR copilot OR cursor...
10:28:27 | INFO    |   → Found 10 URLs
10:28:29 | INFO    |   💤 Waiting 1.3s...
10:28:29 | INFO    | [71/104] Searching: martinfowler.com vibe coding OR AI OR copilot OR cursor...
10:28:29 | INFO    |   → Found 10 URLs
10:28:30 | INFO    |   💤 Waiting 1.0s...
10:28:30 | INFO    | [72/104] Searching: chriskiehl.com vibe coding OR AI OR copilot OR cursor...
10:28:31 | INFO    |   → Found 10 URLs
10:28:32 | INFO    |   💤 Waiting 0.6s...
10:28:32 | INFO    | [73/104] Searching: jvns.ca vibe coding OR AI OR copilot OR cursor...
10:28:32 | INFO    |   → Found 10 URLs
10:28:34 | INFO    |   💤 Waiting 1.3s...
10:28:34 | INFO    | [74/104] Searching: brandur.org vibe coding OR AI OR copilot OR cursor...
10:28:34 | INFO    |   → Found 10 URLs
10:28:36 | INFO    |   💤 Waiting 1.3s...
10:28:36 | INFO    | [75/104] Searching: kalzumeus.com vibe coding OR AI OR copilot OR cursor...
10:28:37 | INFO    |   → Found 10 URLs
10:28:37 | INFO    |   💤 Waiting 0.5s...
10:28:37 | INFO    | [76/104] Searching: rachelbythebay.com vibe coding OR AI OR copilot OR cursor...
10:28:39 | INFO    |   → Found 10 URLs
10:28:40 | INFO    |   💤 Waiting 1.4s...
10:28:40 | INFO    | [77/104] Searching: lilianweng.github.io vibe coding OR AI OR copilot OR cursor...
10:28:41 | INFO    |   → Found 10 URLs
10:28:42 | INFO    |   💤 Waiting 0.6s...
10:28:42 | INFO    | [78/104] Searching: overreacted.io vibe coding OR AI OR copilot OR cursor...
10:28:43 | INFO    |   → Found 10 URLs
10:28:44 | INFO    |   💤 Waiting 1.1s...
10:28:44 | INFO    | [79/104] Searching: antirez.com vibe coding OR AI OR copilot OR cursor...
10:28:45 | INFO    |   → Found 10 URLs
10:28:46 | INFO    |   💤 Waiting 1.2s...
10:28:46 | INFO    | [80/104] Searching: aphyr.com vibe coding OR AI OR copilot OR cursor...
10:28:46 | INFO    |   → Found 10 URLs
10:28:47 | INFO    |   💤 Waiting 1.1s...
10:28:47 | INFO    | [81/104] Searching: blog.pragmaticengineer.com vibe coding OR AI OR copilot OR cursor...
10:28:48 | INFO    |   → Found 10 URLs
10:28:49 | INFO    |   💤 Waiting 1.1s...
10:28:49 | INFO    | [82/104] Searching: vickiboykis.com vibe coding OR AI OR copilot OR cursor...
10:28:51 | INFO    |   → Found 10 URLs
10:28:52 | INFO    |   💤 Waiting 1.0s...
10:28:52 | INFO    | [83/104] Searching: steveklabnik.com vibe coding OR AI OR copilot OR cursor...
10:28:54 | INFO    |   → Found 10 URLs
10:28:55 | INFO    |   💤 Waiting 0.9s...
10:28:55 | INFO    | [84/104] Searching: joelonsoftware.com vibe coding OR AI OR copilot OR cursor...
10:28:56 | INFO    |   → Found 10 URLs
10:28:56 | INFO    |   💤 Waiting 0.7s...
10:28:56 | INFO    | [85/104] Searching: hillelwayne.com vibe coding OR AI OR copilot OR cursor...
10:28:57 | INFO    |   → Found 10 URLs
10:28:58 | INFO    |   💤 Waiting 1.3s...
10:28:58 | INFO    | [86/104] Searching: fasterthanli.me vibe coding OR AI OR copilot OR cursor...
10:29:00 | INFO    |   → Found 10 URLs
10:29:01 | INFO    |   💤 Waiting 1.4s...
10:29:01 | INFO    | [87/104] Searching: vibe coding...
10:29:03 | INFO    |   → Found 10 URLs
10:29:04 | INFO    |   💤 Waiting 1.0s...
10:29:04 | INFO    | [88/104] Searching: vibe-coding...
10:29:05 | INFO    |   → Found 10 URLs
10:29:06 | INFO    |   💤 Waiting 0.7s...
10:29:06 | INFO    | [89/104] Searching: AI-assisted coding...
10:29:07 | INFO    |   → Found 10 URLs
10:29:07 | INFO    |   💤 Waiting 0.5s...
10:29:07 | INFO    | [90/104] Searching: AI pair programming...
10:29:09 | INFO    |   → Found 10 URLs
10:29:09 | INFO    |   💤 Waiting 0.8s...
10:29:09 | INFO    | [91/104] Searching: coding with AI...
10:29:10 | INFO    |   → Found 10 URLs
10:29:12 | INFO    |   💤 Waiting 1.4s...
10:29:12 | INFO    | [92/104] Searching: cursor IDE coding...
10:29:13 | INFO    |   → Found 10 URLs
10:29:14 | INFO    |   💤 Waiting 1.0s...
10:29:14 | INFO    | [93/104] Searching: github copilot experience...
10:29:14 | INFO    |   → Found 10 URLs
10:29:16 | INFO    |   💤 Waiting 1.5s...
10:29:16 | INFO    | [94/104] Searching: AI code generation...
10:29:16 | INFO    |   → Found 9 URLs
10:29:17 | INFO    |   💤 Waiting 0.8s...
10:29:17 | INFO    | [95/104] Searching: LLM coding workflow...
10:29:18 | INFO    |   → Found 10 URLs
10:29:19 | INFO    |   💤 Waiting 0.7s...
10:29:19 | INFO    | [96/104] Searching: agentic coding...
10:29:20 | INFO    |   → Found 10 URLs
10:29:20 | INFO    |   💤 Waiting 0.8s...
10:29:20 | INFO    | [97/104] Searching: prompt-driven development...
10:29:21 | INFO    |   → Found 10 URLs
10:29:22 | INFO    |   💤 Waiting 0.5s...
10:29:22 | INFO    | [98/104] Searching: AI software engineer...
10:29:22 | INFO    |   → Found 9 URLs
10:29:23 | INFO    |   💤 Waiting 1.0s...
10:29:23 | INFO    | [99/104] Searching: Agent Engineering...
10:29:24 | INFO    |   → Found 10 URLs
10:29:25 | INFO    |   💤 Waiting 1.1s...
10:29:25 | INFO    | [100/104] Searching: claude code...
10:29:27 | INFO    |   → Found 9 URLs
10:29:28 | INFO    |   💤 Waiting 1.4s...
10:29:28 | INFO    | [101/104] Searching: codex...
10:29:29 | INFO    |   → Found 9 URLs
10:29:29 | INFO    |   💤 Waiting 0.8s...
10:29:29 | INFO    | [102/104] Searching: AI slop...
10:29:31 | INFO    |   → Found 10 URLs
10:29:32 | INFO    |   💤 Waiting 1.2s...
10:29:32 | INFO    | [103/104] Searching: AI coding...
10:29:33 | INFO    |   → Found 9 URLs
10:29:35 | INFO    |   💤 Waiting 1.3s...
10:29:35 | INFO    | [104/104] Searching: AI coding hype...
10:29:35 | INFO    |   → Found 10 URLs
10:29:36 | INFO    |   💤 Waiting 1.1s...
10:29:36 | INFO    | 
=== Stack Overflow API Search ===
10:29:36 | INFO    | Searching tag: [github-copilot]...
10:29:37 | WARNING |   ⚠ Stack Exchange API error for tag [github-copilot]: 400 Client Error: Bad Request for url: https://api.stackexchange.com/2.3/questions?order=desc&sort=relevance&tagged=github-copilot&site=stackoverflow&pagesize=100&filter=default
10:29:37 | INFO    | Searching tag: [chatgpt]...
10:29:37 | WARNING |   ⚠ Stack Exchange API error for tag [chatgpt]: 400 Client Error: Bad Request for url: https://api.stackexchange.com/2.3/questions?order=desc&sort=relevance&tagged=chatgpt&site=stackoverflow&pagesize=100&filter=default
10:29:37 | INFO    | Searching tag: [openai-api]...
10:29:38 | WARNING |   ⚠ Stack Exchange API error for tag [openai-api]: 400 Client Error: Bad Request for url: https://api.stackexchange.com/2.3/questions?order=desc&sort=relevance&tagged=openai-api&site=stackoverflow&pagesize=100&filter=default
10:29:38 | INFO    | Searching keyword: 'vibe coding'...
10:29:38 | INFO    |   → Found 2 questions
10:29:39 | INFO    | Searching keyword: 'AI-assisted coding'...
10:29:39 | INFO    |   → Found 0 questions
10:29:40 | INFO    | Searching keyword: 'copilot'...
10:29:40 | INFO    |   → Found 100 questions
10:29:41 | INFO    | Searching keyword: 'cursor IDE'...
10:29:41 | INFO    |   → Found 13 questions
10:29:42 | INFO    | Searching keyword: 'AI code generation'...
10:29:42 | INFO    |   → Found 0 questions
10:29:43 | INFO    | 
============================================================
10:29:43 | INFO    | DISCOVERY COMPLETE
10:29:43 | INFO    |   Total URLs found: 1149
10:29:43 | INFO    |   Unique URLs after dedup: 987
10:29:43 | INFO    |   Time elapsed: 222 seconds (3.7 minutes)
10:29:43 | INFO    |   Output saved to: discovered_urls/discovered_urls.csv
10:29:43 | INFO    | 
  Breakdown by source:
10:29:43 | INFO    |     other_blog: 408
10:29:43 | INFO    |     medium: 182
10:29:43 | INFO    |     substack: 139
10:29:43 | INFO    |     stackoverflow: 115
10:29:43 | INFO    |     corporate_blog: 87
10:29:43 | INFO    |     personal_blog: 56
10:29:43 | INFO    | ============================================================
